id	text	hook	duration_seconds	word_count	creator	hook_type	script_archetype	parasocial_levers	quality_score
424	If you got sent this then, congratulations. The sender randomly selected you to get pegged ed in the ass. What an honor.	If you got sent this then, congratulations.	6	22	lillienue	challenge	chain_game	direct_address	0.5
425	If you have a cute little gay boy in your life, send him this video! Hey little guy, I love how gay you are, and I love that you're a cute little gay boy.	If you have a cute little gay boy in your life, send him this video!	8	34	lillienue	bold_statement	thirst_commentary	direct_address	0.6
426	Wake up, my little sissy boy! Capitalism demands your sacrifice.	Wake up, my little sissy boy!	5	10	lillienue	bold_statement	thirst_commentary	direct_address	0.5
427	Whoever's name starts with this letter is on the Epstein list. Send it to them!	Whoever's name starts with this letter is on the Epstein list.	5	15	lillienue	bold_statement	chain_game		0.6
428	Don't beat yourself up over past mistakes. You are going to fuck up again in the future. You are a fuck up.	Don't beat yourself up over past mistakes.	7	22	lillienue	bold_statement	thirst_commentary	direct_address	0.5
429	If you got sent this, the sender wants you to join their goon squad. Edging. Maximum loads. Brotherhood. Brotherhood. Brotherhood. Brotherhood. Never jerk off alone again. Join the goon squad today.	If you got sent this, the sender wants you to join their goon squad.	13	31	lillienue	challenge	chain_game	direct_address	0.7
430	This is an apple, but if you see a potato, well, that means I have to f*** your a** tonight.	This is an apple, but if you see a potato,	6	20	lillienue	bold_statement	thirst_commentary	direct_address	0.5
431	I will spit in your mouth. No you won't! Damn!	I will spit in your mouth.	6	10	lillienue	bold_statement	thirst_commentary	direct_address	0.5
432	This is an apple, but if you see a potato, well, that means you're getting molested tonight.	This is an apple, but if you see a potato,	6	17	lillienue	bold_statement	thirst_commentary	direct_address	0.5
433	HALT! Ball inspection time! Pffft! Woo! You're free to go!	HALT!	6	10	lillienue	roleplay	thirst_commentary	direct_address	0.5
434	Roses are red, violets are twisted. Bend over, sweetie, you're about to get fisted.	Roses are red, violets are twisted.	6	14	lillienue	bold_statement	thirst_commentary	direct_address	0.5
435	You like dominant women, but not because you're submissive, because you're autistic. And dominant women are direct with what they want.	You like dominant women, but not because you're submissive, because you're autistic.	7	21	lillienue	relatable	praise_dynamic	dominance|direct_address	0.6
436	Wow, what a coincidence! Your ass is uneaten! And I'm starving!	Wow, what a coincidence!	5	11	lillienue	bold_statement	thirst_commentary	direct_address	0.5
437	Whoever's name starts with this letter is severely gay. Send this to someone whose name starts with that letter.	Whoever's name starts with this letter is severely gay.	7	19	lillienue	bold_statement	chain_game	exclusivity	0.6
438	This is what the first letter of your name says about you. If your name starts with M, then you dream about tiny Asian women pegging you.	This is what the first letter of your name says about you.	7	27	lillienue	challenge	chain_game	challenge|direct_address	0.6
439	This is what the first letter of your name says about you. If your name starts with J, 50 pregnant ladyboys are gonna clap your cheeks tonight.	This is what the first letter of your name says about you.	8	27	lillienue	challenge	chain_game	challenge|direct_address	0.7
440	Did you know? When you edge, fake friends leave the room. Real friends stay. True friends join in.	Did you know?	6	18	lillienue	question	thirst_commentary	relatability|direct_address	0.6
441	This is what the first letter of your name says about you. If your name starts with M, then you eat d*** for breakfast, lunch, and dinner.	This is what the first letter of your name says about you.	6	27	lillienue	challenge	chain_game	challenge|direct_address	0.6
442	You're not going to find your future wife at a bar. And you're not going to find her on a dating app. And I'll tell you why. It's because you're a gay man.	You're not going to find your future wife at a bar.	9	33	lillienue	advice	advice_tip	direct_address	0.6
443	Attention group chat members! Group edging session starts in five minutes, and you are not allowed to come.	Attention group chat members!	7	18	lillienue	bold_statement	thirst_commentary	direct_address	0.5
444	This is what the first letter of your name says about you. If your name starts with J, a thousand oily buff men are coming to tickle your gooch.	This is what the first letter of your name says about you.	7	29	lillienue	challenge	chain_game	challenge|direct_address	0.6
445	Whoever's name starts with this letter, will be Diddy's new cellmate. Send this to whoever's name starts with that letter.	Whoever's name starts with this letter, will be Diddy's new cellmate.	7	20	lillienue	bold_statement	chain_game	exclusivity	0.6
446	If this is on your For You page, then you're straight. But, if this got sent to you, that means you're gay.	If this is on your For You page, then you're straight.	6	22	lillienue	bold_statement	thirst_commentary	direct_address	0.5
447	If you got sent this, the sender wants you to join their goon squad. Edging. Maximum loads. Brotherhood. Brotherhood. Brotherhood. Brotherhood.	If you got sent this, the sender wants you to join their goon squad.	7	21	lillienue	challenge	chain_game	direct_address	0.5
448	Whoever's name starts with this letter is getting molested tonight. Send this to whoever's name starts with that letter.	Whoever's name starts with this letter is getting molested tonight.	7	19	lillienue	bold_statement	chain_game	exclusivity	0.6
449	Think of a color right now. Any color. Now think of a number between 1 and 100. Got it? Fuck you.	Think of a color right now.	10	21	lillienue	bold_statement	thirst_commentary	direct_address	0.7
450	Whoever's name starts with this letter is severely gay. Send this to whoever's name starts with that letter.	Whoever's name starts with this letter is severely gay.	7	18	lillienue	bold_statement	chain_game	exclusivity	0.6
451	Men only want one thing and it's not money. It's not power. It's to be called a good boy	Men only want one thing and it's not money.	7	19	lillienue	bold_statement	praise_dynamic	praise	0.5
452	This is an apple, but if you see a potato, well, that just means you're gay.	This is an apple, but if you see a potato,	6	16	lillienue	bold_statement	thirst_commentary	direct_address	0.5
